Property Name,Review Rating,Review Title,ReviewText,Location Of The Reviewer,Date Of Review
"Mandarin Oriental Hyde Park, London",3,Hmmm...,"I stayed here on a business trip. First impressions were not great as the doorman was nowhere in sight when my cab arrived so i lugged my bag in myself. While some people might like the fact that the reception person comes with you to your room to get the forms signed etc (I presume this is usual?) i didn't. A nice touch though was that a complimentary tray of coffee and biscuits was sent to the room after my arrival (which had been early morning following an overnight flight). | I found the room somewhat stuffy - i usually like a classical theme but it somehow didn't work for me. I had no view of anything except concrete, and I didn't like the fact that I didn't have a separate shower. There was also a lot of noise from the passage. On the other hand, the amenities were good, i liked the complimentary bottles of water and apple juice, toiletry/vanity stuff of expected quality etc. | All in all I had a pleasant enough stay here, but felt it didn't quite live up to what I would have expected - the Mandarin in NYC was much nicer I thought.",SA,10/27/2007
Mondrian London at Sea Containers,5,"Awesome location, super cool property","I definitely recommend a stay at the new Mondrian in London. It's very well located in the city. It's proximity to the path along the river makes it easy to get just about anywhere in central London. The staff was extremely friendly and knowledgable. The lobby has a relaxed, cool vibe - perfect for relaxing, having a drink and watching people walk by along the riverfront. The rooms are big and comfortable and come with quality amenities.","Culver City, California",1/19/2015
Apex London Wall Hotel,5,A Real Pleasure................................,"We booked this hotel through The Daily Telegraph 'hand picked' travel section, so a very good price for a London hotel but it far exceeded our expectations. The staff are exceptional - immaculately turned out, friendly, professional and so helpful, nothing was too much trouble - is this thanks to 'in house' training? if so, well done! - you should start a training scheme for other hotels. A special mention for Daniel who was an absolute star - a young man who surely must go far in the hospitality business. | This hotel is about 5 minutes walk from Moorgate station, in the business area, so very quiet at weekends, which is great for a peaceful nights sleep but if its night life you want then you will have to travel a little - it suited us fine. | The rooms are superb - very comfortable, beautifully designed and furnished, modern with co-ordinated bed linens and curtains - all top quality. There is also a lovely flat screen TV mounted on the wall and a Bose I-pod stand. A well stocked mini-bar but prices rather steep - £17.50 for a half bottle of fairly ordinary wine, £3.50 for a small can of tonic etc - I'm sure more people would avail themselves of hotel mini- bars if the prices were a little more realistic - but not a major gripe. There is also a very simple to operate safe in the built in wardrobes. The room had AC but operated very quietly. | The good sized, very modern bathroom is a delight, with a separate bath and walk-in shower, fluffy towels and a lovely selection of Elemis toiletries, plus of course the Apex duck. Dressing gowns were also provided but we did not use them. | Our room on the 4th floor overlooked the road where a building opposite is being renovated but due for completion fairly soon but any work certainly did not disturb us. | The public rooms and restaurant are lovely - one of the nicest restaurants we have been to in any London hotel. The tables in the restaurant are set into 'mini -rooms' so give a much more intimate feel to the dining experience and each large window facing the street has a bowl of beautiful white orchids - indeed each table has a very simple but stunning contemporary flower | arrangement as do all the tables in the bar, which presumably are changed on a regular basis as they looked so fresh - a lovely touch which just added to the whole look of the rooms. We also liked the lighting - enough for you to see exactly what you are doing but subdued enough to create a good ambiance. | The food itself is excellent. There is a superb choice at breakfast catering for all tastes which is served at your table - no buffet breakfast here where food has sat for ages and been picked over- my fruit platter was beautifully served as was the 'full English'. Only complaint? the tea is a bit weak - for the size of pot it really does need at least two tea bags!! | We also ate in the Restaurant for 2 of our evening meals and the experience was just as good - not the widest choice in the world but again beautifully served. Service was very good, staff attentive without being intrusive and we felt the menu offered good value for money. After a day trudging round London it was good to come back to the hotel, shower and know that all we had to do to eat was go downstairs. | All in all a wonderful experience in a most comfortable hotel, within easy reach of the underground and main line stations. Most certainly we would recommend it to others and most certainly, if we see it at the right price, it would be our hotel of choice for visiting London, so many, many thanks to all those who work so hard, front of house, house-keeping etc to make it such a lovely hotel - it was a real pleasure to stay there.",Lancashire,9/5/2012
The Savoy,5,Where life-long memories are made,"For me, the London Savoy is the best hotel in the world. Not only is it in the absolute heart of the worlds most fabulous city, but everywhere you would want to go is just a pleasant walk away. | The hotel leaves absolutely no detail left to chance. The stunning Art Deco features extend from the rooms down to the cutlery and glassware, complemented by Edwardian counterparts depending on the room you're in. Everything here is substantial and genuine; no imitations in sight. | Perfect food and drink, service, comfort, cleanliness and overflowing with proper style. | Our second stay here ends today, and we are truly sad to be leaving, but looking forward to our next visit with anticipation of more of the very best. | The only thing that disappoints us at times is some of the other guests. Respect this iconic establishment if you choose to stay here. Dress and behave appropriately, or stay elsewhere!",Ipswich,5/25/2015
Corinthia Hotel London,5,Return visit - didn't disappoint,"Returned to the Corinthia for the second time last weekend and had another great stay. The hotel is special in every way. We were looked after extremely well and the staff were, once again, excellent.",cambridge,4/22/2013
The Dorchester,4,Christmas meal in the Orchid Room/Holford Room,"The Good Bits | Been quite a few times for our company's Christmas get-together. | A Beautiful place outside , reception, Christmas tree's etc is stunning. Staff are really good , helpful and well turned out. | Great atmosphere. | Their were 70 of us attending for a 4 course Christmas meal. | Tables were set beautifully. Wine service excellent - Particularly in the Holford room before hand. | The best part of the meal were the deserts, (I had two). works of art. | The not so good points | Only one roll offered throughout the meal. Main meal of Beef, were very small although tasty. Not enough extra veg offered no gravy. A Huge gap between courses, nearly an hour. Coffee was revolting cold . | Considering this was around £115 per head - not quite so 5 star.",Watford,12/12/2017
The Dorchester,5,Fabulous!!!,"We went on a date night last weekend and from the start of our visit we're wowed by the standard of service and attention to detail from all the members of staff who we met. They couldn't do enough for you. | The hotel is beautifully designed and decorated with fresh flower displays. The staff were extremely knowledgeable and attentive whilst discreet - a fine balance. | Our meal was beautifully presented, well crafted and was absolutely delicious. | We loved our spending time here and definitely hope to be back! | Would highly recommend!","London, United Kingdom",6/26/2017
"Mandarin Oriental Hyde Park, London",5,Pure luxury,"Fantastic hotel to stay in. Courteous staff, lovely room with lots of space. Room service meal was also great quality. Stayed with small child that could've gone badly wrong but it all worked very well as was for one night only . Doorman helped with the buggy and reception staff all pleasant. Expensive but the hotel is in the upper bracket of luxury.","Aberdeen, United Kingdom",12/17/2012
"Hotel Xenia, Autograph Collection",5,Lovely hotel,"Stayed just one night but would highly recommend. Rooms, as always in London, are small but very comfortable. Staff were great, really helpful. Cocktail bar was lovely, nice choice of drinks, good service and a lovely place to relax at the end of our very busy day! Amazing location, several tubes in easy walking distance as is natural history museum, royal Albert etc. Would highly recommend and would happily return.","Birmingham, United Kingdom",12/18/2014
Corinthia Hotel London,4,Nearly great,"I've stayed here a few times now. Overall experience Is wonderful. But I'll focus on the few downsides. Mobile phone reception is dire. Fixing this would up my score to the highest level. Gripe 2 is breakfast. Slow. I've stopped bothering (so they might have fixed it by now). A few times I've ordered and waited and experienced painfully slow delivery and sloppy attention to detail. Tea without milk, toast without butter. And gripe 3, a few weeks ago, an event which shut the bar and when I walked on intomNorthhall with my guest and asked if we could get a drink their first question was ""are you a resident"". I was but resented the question, and impression it left with my guest. We were shunted into the lobby where we were looked after well but the transition was annoying. I love the rooms though and the staff are mainly fantastic. I'd like to think these are teething pains. Back on Monday so will see....",Nottingham,12/2/2011
Mondrian London at Sea Containers,2,OVERATED,"Expensive for not much!! borderline rude staff (at times) Do not be fooled by pics of this hotel, the rooms are tiny! (and i booked a superior room) Shoe box springs to mind. I had a patio (paid extra for) total waste of time, i thought we could look over Thames but we got to overlook a building under construction. Beds altho comfortable, they are tiny. Heating worked well but it was noisy and only way to stop that was to put it off entirely. Bathroom tiny. Wardrobe is a joke, its basically a hole in the wall with a curtain! No there are far more worthy hotels in London. I'm actually quite angry i paid so much for this mediocre hotel","Glasgow, United Kingdom",11/27/2016
Mondrian London at Sea Containers,5,Fantastic hotel and spa,"Husband and I spent one night here to celebrate our anniversary. Perfectly located on the southbank, The rooms and staff were fabulous. Modern but homely and everything need was taken care of. The Agua spa was incredible and the staff were so helpful, friendly and accommodating. I had a fabulous treatment with Tea and will definitely be back to the hotel and spa for more indulgent luxury!",NA,4/15/2015
London Guest House,4,All is well at London Guest House,"This review is long overdue, but I thought I should share anyway. We stayed at London Guest House in May 2011. I had read the good reviews on Tripadvisor and we decided to book. | We are a family of 4 with 2 children who were 2,5 and 10 months old at then time of travel. | We arrived very late in London and when we stepped off the Tube at North Acton at 11 pm, I discovered I had forgotten the directions to the hotel. Had the phone number though, so I called the hotel and a very helpful voice answered and helped us get there. | The hotel is situated in Acton, a brisk 15 minute walk or 5 minutes by bus from the Tube in North Acton. There is a bus stop right outside the hotel. We find walking in London very enjoyable, so most mornings we walked. | I can´t say anything else about the hotel other than that we were very pleased with our entire stay there. We got a room on the ground floor, with a large queen sized bed and a cot for our youngest son. The room was situated at the front of the hotel, so we got the sounds from Horn Lane, but there was no trouble sleeping at all for any of us. Not a lot of traffic in the small hours of the night. The room was well decorated and very clean. Bathroom was very small, but there was no problem doing your business of showering etc in there. The room was cleaned every day and fresh towels provided whenever we wished. | Breakfast was included in the price and we enjoyed that very much too. How often do you get the chance to have crisps (which my wife and kids loved) and muffins (which I loved) without feeling guilty? A holiday is a holiday. Other than that, there was toast, coffee, juices, tea, jam and fruit. All served in a small, but nice and bright breakfast room. | We met 3 or 4 of the staff during our 5 night stay and they were most helpful each and everyone of them. I know that people complain about hotel staff being rude in London, so if nice and helpful staff is important to you, London Guest House is a no- brainer. | If you don´t mind staying a few tube stops away from the very center of London (5 or 6 stops and 15 minutes from Queensway), I can warmly recommend London Guest House.",Sweden,3/16/2012
The Rembrandt,3,A Problem,"This is my second stay at The Rembrandt, my first review rated the hotel excellent, this review not so good. I requested a room facing the street and Victoria and Albert Museum, I requested the room 6 months in advance. Upon check in the clerk informed me that they did not have a room for me thatI requested. I had prepaid for my room. I was asked to change rooms after one day. I really didn't want to unpack and pack ,again. I asked the desk clerk why the other guests were not told to move for me and she looked like I had 2 heads,she became rude. Since I had pre pay and there is refund,what was I to do. But as soon asI got to room 332,I became very mad. It had to be the smallest room in the hotel with a view of heating/cooling pipes. Then figured it out, I pre paid with no refund,they could putin any crummy room they want. I have again pre paid for 2 rooms in November, I just wonder how bad those will be, but since I cannot cancel I will have to stay. I do not recommend this hotel because oft their shady practices.","Phoenix, AZ",8/31/2014
Rhodes Hotel,3,I want to agree...,"My boyfriend and I stayed at the Rhodes hotel in September 2006. It came highly recommended by a colleague and the reviews on trip adviser were fantastic. The hotel is around a 5 minute walk from Paddington Station. We caught the Heathrow Express to Paddington so we found the location very handy. We paid 75 pounds a night for our room, which included taxes and breakfast. Chris was lovely and made us very tasty scrambled eggs for breakfast each morning. The room was a decent size for London, however the bathroom and shower were TINY. I understand that hotel rooms in London are very small, so I guess this is to be expected. The interior of the hotel is a little run down and in need of an update. However the outside is lovely. The Rhodes Hotel is within walking distance of Hyde Park and there is a bus stop right outside Paddington Station that will take you to the main attractions. However, I don't think I would stay at this hotel in the future. Call me fussy =)",Melbourne,10/10/2006
Rhodes Hotel,5,"Nice, small, comfortable, homelike","It's only 10 mins walking distance from Paddington station. Compact and clean. The only disadvantage is stairs only, without lift. Carrying heavy luggage is not an easy task. Breakfast is served in a small space which I enjoyed the atmosphere very much. It's more homelike rather than hotellike. We felt great and relaxed here.","Taipei, Taiwan",10/28/2017
Rhodes Hotel,4,Jeder Zeit ein Aufenthalt wert.,"Die zentrale Lage zwische dem Bahnhof &amp; der Metrostation Paddington und der Metrostation Lancaster Gate, sowie die direkte Parknähe zum Hyde Park ist ein wirklich optimaler Ausgangspunkt zur Erkundung der Stadt. Das Zimmer war gut ausgestattet und stets sauber. Die Mitarbeiter waren sehr freundlich und zuvorkommend.","Düsseldorf, Deutschland",6/12/2016
Newham Hotel,2,OK As A Young Foreign Visitors Base,"My partner and I booked this through www.booking.com as a convenient overnight stay and got a twin bedded room with kettle, tea and coffee for £50.00, which in the London area is cheap. So....... we didn't expect much and we didn't get much except for the all inclusive English cooked breakfast which was very good. The place was dirty, damp and the public/communal toilets let us knew they were there! The bedding was fresh and clean. The en suite bathroom was not good, but just about worked. The staff were excellent and very friendly. Location - if you want to get into London City Centre and do all the tourist stuff then this is a good base. The buses run from outside the door into the City Centre but 5 mins down the road on the same bus is the London Underground and national railway to get you anywhere in the UK. There is also a great shopping centre in Stratford where the buses stop. Overall I'd class this hotel as a downmarket bed and breakfast place but if you are on a budget, use it.","Birmingham, United Kingdom",4/7/2015
The Savoy,5,True Quality and Perfection,"Stay at The Savoy you wont be disappointed! We spent my husbands 60th birthday there and it was fantastic.The hotel is immaculate, staff friendly but professional and the service excellent. Thank you Savoy for making our trip so memorable - we'll be back. Mrs Jager, Sussex.",Pulborough,7/22/2014
The Savoy,5,Excellent,Writing this on our last day. The hotel is very impressive through out. Drinks are pricey but you expect that on this standard of hotel. All the restaurants are excellent.The standard rooms have been done to a very high standard. No free wifi in the hot.,NA,7/26/2015
Mondrian London at Sea Containers,5,This is what you need!,"This was my first trip to London and this hotel was our choice for the stay. What to say... Very very nice place! The staff is always smiling, kind and attentive to us. | We loved the location, the view from our room, the room itself (very clean and cosy, big bathroom and shower), the rooftop bar... well everything. | The design is very classy and modern. | I would definitely come back to mondrian for my next London trip.",Switzerland,1/26/2018
The Lanesborough,5,Like staying at Buckingham Palace,"My son and I could not have had a better stay at the gorgeously renovated Lanesborough. Absolutely stunning, 5 star luxury in every way. Amazing service and fabulous breakfast. Top concierge service- they got us in to all of the top restaurants during Easter week on short notice. Great location as well. Did not really love the private butler thing but if having someone unpack and press your clothes is your thing, then you will be in heaven. Can't wait to return!",New York,4/2/2016
The Savoy,5,Birthday celebration for a landmark age,My wife arranged a surprise birthday celebration staying in a suite with butler Service and river view | Obviously it was very expensive but once in a lifetime what the hell. | The room and views were stunning as evidenced in photos. | Our butlers Valentine and Francesco attending to our every need. | From high tea on arrival in our room with the table set up to enjoy the views through to breakfast the following day was a wonderful experience | The room ambience was extremely elegant and provided an excellent backdrop for our visit. | We had dinner on the Saturday night in the Savoy Grill owned by Gordon Ramsay and not the Savoy Hotel . | The food/wine was excellent but the atmosphere terrible due to too many covers for the size of the restaurant. | A rude awakening after the elegant surroundings of the hotel. | In fairness the hotel host on booking recommended Simpson’s next door which has recently been refurbished and owned by the hotel and receiving excellent reviews. | We won’t make that mistake next time. | Lunch the next day was in the hotels Kaspars restaurant which did not disappoint . | Excellent ambience/food/drinks and first class service with river views. | With valet Parking £55 overnight in central London was easy and the booking in process painless. | You’re whisked away to your room on arrival via the Ascending red room (nothing as common as a lift) to enjoy the delights of this first class hotel. | We will definitely stay again and enjoy being pampered in Royal style. | To enjoy this level of hospitality ain’t cheap but worth every penny particularly for those once in a lifetime experiences. | Well done to Fairmont and all it’s staff for making our visit truly memorable and very enjoyable,"Esher, United Kingdom",10/28/2017
The Dorchester,5,Lovely stay.,"We have traveled to London several times, and this was our first stay at the Dorchester. After years of dining at China Tang, having tea in the Promenade, and drinks in the Dorchester Bar, we were eager to stay here. | We weren't disappointed. The check-in/check-out staff was extremely pleasant and helpful. The room was beyond spacious - which surprised us, being as London's hotel rooms aren't always large. The bathroom was gorgeous. | I also enjoyed the closets - they had built-in drawers, motion-sensor lights, and lots of shoe storage. | We love to partake in room service, and this was really where the Dorchester shined. The china they use is precious, and every detail was considered. We tried the Japanese breakfast as well one morning, and it was delicious. | My personal favorite has always been tea in the Promenade, and continues to be. The ambiance is beautiful, serene and classy. I will always have tea service here any time I am in London. | We also enjoy the Bar - the manager always remembers us, and the drinks are divine. | We dined at Alain Ducasse this time. It was very good - although the staff had somehow gotten confused that I had a dairy allergy, which I don't. After correcting them several times, they continued to bring me separate dishes that were dairy-free. I wouldn't consider this a problem necessarily, but some people might find that a turn-off. | I don't think you can really go wrong with staying at the Dorchester. Which is why I am rating them 5 stars. | However, we were celebrating a birthday, as well as our engagement, and it would have been nice to receive extra recognition for this. (Alain Ducasse gave us a dessert). Perhaps a bottle of champagne in the room...? Or even the staff wishing us well would have gone a long way. | But again, our stay was lovely, and I thoroughly enjoyed it.","Houston, TX",10/29/2015
The Savoy,5,Superb venue- shame about the kippers!,"We had a marvellous two day stay including a birthday celebration. | The first morning we had breakfast in Simpsons- which is really old fashioned- but excellent food, and I had kippers. They were so good, that when we had breakfast the following day in the Savoy, my wife had the kippers- she was really disappointed to find they were boil in the bag kippers rather than fresh- how strange! | Staff were excellent- and indeed this was the only down side to a superb stay.","Glasgow, United Kingdom",9/15/2015
Apex London Wall Hotel,5,Best Hotel I have stayed at in the U.K.,"As a special treat for my wife's 60th birthday, I planned a visit to London for the weekend. I found the Apex through Late Rooms, and the reviews were brilliant, so I booked it. | I have stayed in numerous hotels in the U.K both for leisure and business, and this hotel surpassed them all. The service was fantastic, room clean, comfortable, in fact superb. Meal in the restaurant was amazing. | This hotel had everything to make my wife's 60th birthday one to be remembered.",Preston,3/23/2011
Corinthia Hotel London,4,perfektes frühstück in der northhall,"ich war kein hotelgast, sondern habe an einem verregneten samstag morgen fürhstück eingenommen. unbedingt reservieren. eine große halle, marmor, edel, großzügig, viel platz zwischen den tischen, so dass man privatsspähre hat. gute rservice, große auswahl an gerichten. preis/leistung ok. publikum international und ca, ende 3o/anfang 40. | eine angenehme erfahrung und ein toller start in den tag. | insgesamt ein bischen wie die grand hotels der 20ziger jahre.",Hamburg,4/1/2012
Mondrian London at Sea Containers,4,A Real Gem,"Our room was a standard double. Modern in style, immaculate, everything you need for a luxury stay. The bed was billed as a queen, not too sure. Maybe a 'London' queen, but very comfortable. There are little touches such as the crystal glassware and the ornamental fortune cookie with a different daily affirmation which make it stand out from the usual London abode. | The staff were incredibly helpful and friendly. The reception staff were happy to print a document for me as no guest computing facilities were available. | We used the downstairs bar one evening and the atmosphere was great. Good music, quick and friendly table service, I'd highly recommend as a place to enjoy great views and the atmosphere of the south bank. | Our one huge disappointment was that the top floor Rumpus Room bar was closed on the two nights we visited, Sunday and Monday. Apparently this is advertised on the website but I didn't see that information. I wish we'd been informed when we received confirmation of the booking. This facility was a major factor in our choice of location. Had we known we wouldn't necessarily have cancelled but it would have managed our expectations. For this bar to be closed on Mother's Day was a real surprise. For any guest to miss out on that view is a shame and one night closed I might understand but two a week is confusing. | Still worth a visit.","York, United Kingdom",3/9/2016
Mondrian London at Sea Containers,5,Amazing 30th birthday treat I will never forget. SPECTACULAR,"My wife surprised me with a nights stay at the Mondrian and it was amazing. We turned up to a really friendly welcome from a valet called Hamish who couldn't have made us feel more welcome. We then checked in and were shown to our suite which was stunning. Everything you could want from a room and more and generously proportioned. We then, following planning from my wife enjoyed drinks in the stunning, exclusive rooftop bar, a lovely dinner in the sea containers restaurant and further cocktails in the dandelion bar where we indulged the 'mixologist' within us. We then returned to our room to enjoy the bottle of champers we had sent to our room. I can't wait to return the favour and take my wife back. Spectacular!",NA,12/7/2014
The Savoy,5,Historically!,"One of the best experience in London. Specially employees, always smiley faces and trying to do their best for you. Yes price is high, but it worth specially if you need a good sleep and comfortable bed!","Istanbul, Turkey",4/14/2016
Mondrian London at Sea Containers,5,"Mondrian London, sunsets and cocktails","Picture the perfect day in London. Sun has been shining all day, it is the perfect, warm mid summer's evening, you are in the mood for a lovely cocktail at dusk. I could not think of a better setting that the Mondrian Hotel on the Southbank. With the beautiful views of the Rumpus bar, impeccable service, scrumptious food and wine list with the best wines to accompany your meal at the Sea Containers restaurant. It has become my favourite hang-out place in London. I have celebrated my birthday here, and had bushiness meetings here too. And will soon have a reunion for my school friends next weekend. I know I will be really happy and my guests will be suitably impressed with my excellent choice in venue!","London, United Kingdom",8/19/2015
The Savoy,4,Fab renovations,"One night stay. We arrived in a rush to get to a meeting. We dropped of bags, and dashed off. Doormen lovely. Arriving back to the hotel, we were taken to our room. Having requested non smoking (I'm asthmatic) the room was a smoking room. Apologies were given, and we were taken to another room. This one the electrics didn't work. Again more apologies. We were then taken to the American bar whilst another room was found. This was full, so on to the other bar for a complimentary beer for hubby and a pot of tea for me whilst a room was located and our luggage moved. We were upgraded for the hassle to a 'suite' however this was more a larger room than a suite. For the price and status of hotel would have expected this quality room in the first place. But very nice. With a nice bathroom and fab toiletries. Another rush to get ready for dinner and theatre, due to waiting for the room. Afterwards we returned to the room refreshed. (I will never tire of turndown service) Both slept like a log. Great hotel, but didn't feel like had time to enjoy room as had to wait for it, then had to rush to get out for reservation. After a busy day, not good. However if these problems were ironed out would return, as beautiful. Also staff lovely.","Yarm, United Kingdom",4/26/2013
The Savoy,5,First Class,"The first time I've stayed here and my expectations could not have been higher. The Savoy over delivered. My partner and I were celebrating our anniversary, so for us, a special treat. | The check in procedure is simply fabulous, and is an indication to the level of service that one can expect throughout the entire hotel. In fact there is no check in service, a host meets you at the hotel entrance and you are given an orientation as to where everything in the hotel is and then shown to your room, where you are very discreetly asked for your credit card. Done. No waiting at check in, waiting for porters etc etc. Wonderful. | We were given an up grade to a deluxe room, which was very nice. Everything you would expect from one of the worlds best hotels, beautifully furnished, extremely comfortable beds and all the 'trimmings' you would expect. | What makes The Savoy so fantastic though is the service. Everyone we came into contact with was friendly, professional and very helpful. | The location is also perfect for everything we were in London for - Pollen Street Social restaurant and the theatre. | Our experience in the world famous American Bar was one we'll remember for the rest of our lives. Declan and his team here are simply brilliant and the cocktails were divine. | My only (slight) disappointment was that there was no buffet at breakfast, I was hoping to see a visual extravaganza but it was a la carte....very good it was too. | Thank you to everyone at The Savoy. Perfect.","Leeds, United Kingdom",7/10/2013
Apex London Wall Hotel,5,Value for money,"If you stay in the City of London it will be a good place to stay in. The hotel is businesslike and warm, the staff is very friendful. It is a five-minute work from Moorgate metro station. There are a lot of restaurants and pub just around the corner. Gym is very moderate with a few training stuff. I was surprised that there is no sauna in the hotel. In the bar you can drink different sorts of local beer and strike up a conversation with a very friendful barman.","Moscow, Russia",11/28/2016
The Savoy,5,Simply the best,After a lot of saving we stayed here to celebrate my Partners 50th Birthday and it was worth every single Penny. | From the greeting by the doorman to our leaving after Breakfast the next day everything was perfect . Fantastic friendly super efficient staff delivering the very highest of standards . Not pretentious or aloof. Have never slept in a more comfortable bed . Afternoon tea was a wonderful experience as was the cocktail bar and breakfast . Thank you to you all for making our special occasion such a memorable one.,coventry,9/9/2017
The Savoy,5,The WoW Factor,"When you turn into the hotel entrance off the Strand, you step back into an era that only the rich and famous could afford. We were greeted by a concierge, who straight away made us feel has though we had been here many times, you now do not have to be famous, but being rich does help, we had a lovely suite £308 no breakfast though. They have a good choice of restaurants, we ate in Simpsons, we stayed one night has I had pre booked to stay in the Shard, we shall look forward to coming back for a longer stay.",stafford,6/19/2014
45 Park Lane - Dorchester Collection,5,Wimbledon stay,We stayed for 2 nights and it was perfect. The room was really nice bathroom big with great shover. Comfy bed but what we didn't like was the pillows. Very very soft. The breakfast was really nice and tasty. Doormans very friendly and helpful. Nice design.,"Manchester, United Kingdom",7/8/2015
Newham Hotel,3,It is okay and safe and clean,"when booking I was worried if it is clean and what is the location.. | Location - by taxi from London City airport - about 20 min - just £14pounds | the staff is very friendly and will attempt to help you with your enquiries - SO ASK! | but check how they require your payment and when | The hotel is located not far from Green street ( where a lot of Asian food and shops are) | if you are looking for a European restorant /cafe - McDonalds is just 5 min away from teh hotel. We could not find any other cafes around to eat maybe we were just too tired. | Breakfast is served with the English breakfast and cereals - but as it is a low budget hotel the food is teh appropriate quality - the papermadeof sausage I could not eat. | For the second day our room was left untouched - no cleaning, changing towels,etc.. | to get to the central London - by bus N25 - just 1 pound per trip - it goes right to Oxford Circle - a bit long - over 1 hour - but thus you are doing a bit of a Sightseeing!","Isle of Man, United Kingdom",7/27/2009
Rhodes Hotel,4,ottimo,"ottima posizione, camere pulite ed attrezzate, personale cordialissimo!",bari,5/18/2010
The Savoy,5,Amazing British Luxury,"I booked a luxury room at the Savoy and they upgraded me to a river view king. | The lobby and tea parlor were full of elegance with an old fashioned charm. | The service was immaculate all throughout. It is also a big hotel but this fact does not affect the quality of service. | Overall, my favorite hotel in the world and the location is very convenient and central.","Miami, Florida",7/20/2015
The Savoy,4,Excellent restaurant,"I had dinner at the restaurant for my B-day with a few friends. Everything was outstanding... the food, the staff, the atmosphere (Live piano). I couldn't have picked a better place. The only thing I would say is that the lobster was very disappointing because it's so small considering the price I paid. I ordered the full lobster and it was equivalent to half a descent size lobster. Otherwise great!","London, England, United Kingdom",11/3/2013
"The Wellesley Knightsbridge, a Luxury Collection Hotel, London",4,Boutique hotel in Knightsbridge,"The hotel is located in Knightsbridge with good proximity to Mayfair, Bond Street, Harrods etc. The hotel is a good option for both business and leisure travellers. | As you enter the hotel you are likely to choke on the cigar smoke in the lobby. Whilst proclaiming to be a nonsmoking hotel the lobby always had smoke in the air which was explained as ""coming from the terrace"". | The rooms are nicely decorated and comfortable. My bathroom was large and the bath products are by Hermes. | This is a good hotel and a good choice if only choosing a hotel for sleeping or based on decor and comfort. If ambience and warm and friendly staff are important, then you may be disappointed. I found the front desk staff to be in a constant state of irritation. Mind you I was not asking for anything that was out of the ordinary or not in my booking. | However, the biggest negative for me was that there is no gym in the hotel, which nowadays is a standard in luxury hotel. I was shocked and disappointed as it never occurred to me that a hotel of this class would not have a gym. Working out is important for me. The hotel explained that they have a ""reciprocal agreement"" with a nearby gym. This nearby gym is a 20 minutes walk (across from the V&amp;A) and the reciprocal agreement is that you are charged £15 per day. This is so ridiculously expensive for the quality and of the facilities. It is essentially a spa with an afterthought of a gym. In fact when being shown around the facilities Spa services on offer (massage etc) were being explained. | This is not a hotel I will return to. In addition to the lack of a gym, just the hassle factor of getting the room I booked and being made to feel like it was an imposition on staff to do so makes it a never again!!","New York City, New York",9/7/2017
Rhodes Hotel,5,Viaggio a Londra,"Posto centrale vicino a due fermate della metro, ambiente pulito ed accogliente, personale gentile e disponibile, tra l' altro presente anche una persona dello staff Italiana che gentilmente ci ha dato preziosi consigli su i posti da visitare, mezzi da prendere ecc ecc. | Il titolare ed il personale greco molto attento e gentile. | Buona la colazione, ed anche se servita in una stanza relativamente piccola non ha creato attese lunghe ( masso 5 min. ) Nella nostra camera pavimento in legno ( e non moquette) bagno piccolo ma funzionale con regolare cambio degli asciugamani. | Complessivamente molto soddisfatti","Provincia di Brescia, Italia",3/2/2016
The Savoy,5,maar een woord super,"hotel savoy in london aan the strand is gewoon een super hotel we gaan nu voor de tweede maal met de kerst naar de savoy, we kijken er al naar uit de vorige keer was alles ok de lokatie de ontvangst de kamer het ontbijt en theater was gewoon onvergetelijk.wel duur maar prijs/kwaliteit was er wel.mvgr freddy de raeve","Houthalen, Belgium",12/4/2014
The Lanesborough,5,Best service anywhere,My son and I visited the restaurant for the first time. The service and attention we were shown was second to none. My son wasn't keen on the taste of one of the desserts so they went away and made him another one based on his favourite fruits. Such dedication to making him happy was testament to the level of genuine care we received. Best meal ever. Thank you Lanesborough staff.,"Lincolnshire, United Kingdom",7/21/2016
The Savoy,5,Exceeds Expectations,"This is our go to hotel each time we come to London for business or pleasure, and it does not disappoint. The staff is exceptionally trained, polite but not hovering or overwhelming. It is comforting after long travels to arrive at such a pleasant hotel with pleasant staff. This hotel is managed so well and the staff go above and beyond to accommodate its guests. The hotel itself is a lovely grand dame of a hotel. It embraces its deco-era heritage without being outdated or old fashioned. It feels fresh! The rooms are clean &amp; comfortable and serviced at least twice a day. We will keep coming back:) If you are in the mood for seafood, Scott's in Mayfair is Fab!!","New York City, New York",7/20/2016
Corinthia Hotel London,5,Northall Restaurant,"My husband and I booked dinner at the Northall restaurant in June. It was the £35 3 course with cocktail deal. I assumed the Northall restaurant was the tables seated around the perimeter of the Northall bar. Imagine our surprise when we were led into a lovely room beyond, with leather chairs. Luckily we were suitably dressed. For £35 we knew we wouldn't get full access the menu, but there were still several choices for each course. It also came with an amuse bouche, so make that 4 courses! The food in each course was superb and we haven't witnessed such excellent service in a British restaurant in such a long time. We made sure we thanked everyone who served us. Whilst it's great to post on TA for others to see, I think it is even more important to give instant feedback to those who have made your evening go so well. We enjoyed ourselves so much, we have decided to splash out for a night's stay in the hotel for our birthdays and of course we will book a meal at the Northall restaurant again. And a few cocktails at The Bassoon bar I'm sure.",UK,7/23/2017
